cpe_vendor,cpe_product,cpe_version
rarlab,winrar,*
phpgurukul,bus_pass_management_system,1.0
code-projects,product_management_system,1.0
unlimited-elements,unlimited_elements_for_elementor,*
itning,student-homework-management-system,*
oretnom23,gym_management_system,1.0
theluckywp,luckywp_table_of_contents,*
pgadmin,pgadmin_4,*
carmelogarcia,matrimonial_site,1.0
redhat,codeready_linux_builder,8.0
redhat,codeready_linux_builder_for_arm64_eus,9.2_aarch64
redhat,codeready_linux_builder_for_arm64,8.0_aarch64
gnome,yelp,42.2-8
redhat,codeready_linux_builder_for_ibm_z_systems,8.0_s390x
redhat,codeready_linux_builder_for_power_little_endian_eus,9.2_ppc64le
redhat,codeready_linux_builder_for_ibm_z_systems_eus,9.6_s390x
redhat,codeready_linux_builder_for_ibm_z_systems_eus,9.2_s390x
redhat,codeready_linux_builder,9.0
redhat,codeready_linux_builder_for_arm64_eus,9.6_aarch64
redhat,codeready_linux_builder_for_eus,8.8
redhat,enterprise_linux_server_tus,8.4
redhat,codeready_linux_builder_for_eus,9.4
redhat,codeready_linux_builder_for_eus,9.2
redhat,enterprise_linux_update_services_for_sap_solutions,8.6
redhat,enterprise_linux_for_arm_64,9.2_aarch64
redhat,codeready_linux_builder_for_arm64_eus,8.8_aarch64
redhat,codeready_linux_builder_for_power_little_endian,9.0_ppc64le
redhat,codeready_linux_builder_for_ibm_z_systems,9.0_s390x
redhat,codeready_linux_builder_for_power_little_endian_eus,9.6_ppc64le
redhat,codeready_linux_builder_for_power_little_endian_eus,8.8_ppc64le
redhat,codeready_linux_builder_for_arm64,9.0_aarch64
redhat,codeready_linux_builder_for_power_little_endian,8.0_ppc64le
redhat,enterprise_linux_for_arm_64,8.0
redhat,codeready_linux_builder_for_ibm_z_systems_eus,8.8_s390x
redhat,enterprise_linux_for_arm_64,8.8_aarch64
redhat,enterprise_linux_update_services_for_sap_solutions,8.4
tenda,ac10_firmware,16.03.10.13
internlm,lmdeploy,*
ivanti,neurons_for_zero-trust_access,22.8
tencentmusic,supersonic,*
jetbrains,intellij_idea,*
tenda,ac23,-
tenda,ac23_firmware,16.03.07.52
phpgurukul,time_table_generator_system,1.0
projectworlds,online_lawyer_management_system,1.0
yugesh_verma,online_lawyer_management_system,1.0
netwrix,password_secure,*
szlbt,lbt-t300-t400_firmware,3.2
szlbt,lbt-t300-t400,-
gladinet,centrestack,*
crushftp,crushftp,*
fastcms_project,fastcms,0.1.5
projectworlds,doctor_appointment_system,1.0
hcltech,traveler,*
projectworlds,online_doctor_appointment_booking_system_php_and_mysql,1.0
microsoft,edge,*
adonesevangelista,online_blood_bank_management_system,1.0
ageerle,ruoyi-ai,*
tenda,w18e,-
codeastro,car_rental_system,1.0
codeastro,student_grading_system,1.0
code-projects,hospital_management_system,1.0
code-projects,patient_record_management_system,1.0
uncannyowl,uncanny_automator,*
fabianros,patient_record_management_system,1.0
robosoft,maps,*
xtendify,woffice,*
perfexcrm,perfex_crm,3.2.1
bitdefender,gravityzone,*
bitdefender,gravityzone_update_server,*
phpgurukul,online_fire_reporting_system,1.2
senior-walter,web-based_pharmacy_product_management_system,1.0
angeljudesuarez,library_management_system,*
edimax,br-6478ac_v3,-
edimax,br-6478ac_v3_firmware,1.0.15
totolink,a6000r_firmware,1.0.1-b20201211.2000
totolink,a6000r,-
bentoml,bentoml,*
eladmin,eladmin,2.7
xujiangfei,admintwo,1.0
vcita,online_booking_\&_scheduling_calendar_for_wordpress_by_vcita,*
fluentbit,fluent_bit,3.7.2
tenda,rx3_firmware,16.03.13.11_multi
tenda,rx3,-
qinguoyi,tinywebserver,1.0
qinguoyi,tinywebserver,*
ibm,maximo_application_suite,*
digitalzoomstudio,zoomsounds,*
phpgurukul,men_salon_management_system,1.0
whatsapp,whatsapp,*
zammad,zammad,*
freedesktop,poppler,*
1902756969,ikun_library,1.0
kennifrog,company_financial_management_system,1.0
lnbits,lnbits,*
godcheese,nimrod,0.8
iteaj,iboot,1.1.3
tenda,ac1206_firmware,15.03.06.23
tenda,ac1206,-
consumer,comanda_mobile,*
code-projects,online_restaurant_management_system,1.0
mediatek,mt9972,-
mediatek,mt6785_firmware,-
mediatek,mt6980_firmware,-
mediatek,mt8796_firmware,-
mediatek,mt6877t_firmware,-
mediatek,mt6877_firmware,-
mediatek,mt6769z,-
mediatek,mt6890_firmware,-
mediatek,mt2735_firmware,-
mediatek,mt6789_firmware,-
mediatek,mt8786_firmware,-
mediatek,mt6771_firmware,-
mediatek,mt6769s,-
mediatek,mt8678_firmware,-
mediatek,mt6985_firmware,-
mediatek,mt6896_firmware,-
mediatek,mt8798_firmware,-
mediatek,mt6873_firmware,-
mediatek,mt8765_firmware,-
mediatek,mt6853_firmware,-
mediatek,mt6989t_firmware,-
mediatek,mt6875t_firmware,-
mediatek,mt8788_firmware,-
mediatek,mt6769_firmware,-
mediatek,mt6769z_firmware,-
mediatek,mt6813_firmware,-
mediatek,mt6785t_firmware,-
mediatek,mt6880_firmware,-
mediatek,mt6893_firmware,-
mediatek,mt6895tt_firmware,-
mediatek,mt6762d,-
mediatek,mt8863_firmware,-
mediatek,mt6878_firmware,-
mediatek,mt6765t,-
mediatek,mt6765t_firmware,-
mediatek,mt6761_firmware,-
mediatek,mt6833p_firmware,-
mediatek,mt8781_firmware,-
mediatek,mt6765_firmware,-
mediatek,mt6769t_firmware,-
mediatek,mt6767_firmware,-
mediatek,mt6855_firmware,-
mediatek,mt6855t_firmware,-
mediatek,mt6833_firmware,-
mediatek,mt6781_firmware,-
mediatek,mt6980d_firmware,-
mediatek,mt6783_firmware,-
mediatek,mt6983t_firmware,-
mediatek,mt6762,-
mediatek,mt6767,-
mediatek,mt6875_firmware,-
mediatek,mt6885_firmware,-
mediatek,mt6762m_firmware,-
mediatek,mt8788e_firmware,-
mediatek,mt6769t,-
mediatek,mt6769k_firmware,-
mediatek,mt6983_firmware,-
mediatek,mt6785u_firmware,-
mediatek,mt6785u,-
mediatek,mt6835t_firmware,-
mediatek,mt6769k,-
mediatek,mt8666_firmware,-
mediatek,mt6991_firmware,-
mediatek,mt6835_firmware,-
mediatek,mt8667_firmware,-
mediatek,mt6895_firmware,-
mediatek,mt6897_firmware,-
mediatek,mt6762d_firmware,-
mediatek,mt6769,-
mediatek,mt8771_firmware,-
mediatek,mt8675_firmware,-
mediatek,mt6763_firmware,-
mediatek,mt6879_firmware,-
mediatek,mt6878m_firmware,-
mediatek,mt6853t_firmware,-
mediatek,mt6739_firmware,-
mediatek,mt8788e,-
mediatek,mt6762m,-
mediatek,mt6889_firmware,-
mediatek,mt6899_firmware,-
mediatek,mt8676_firmware,-
mediatek,mt8797_firmware,-
mediatek,mt8766_firmware,-
mediatek,mt6877tt_firmware,-
mediatek,mt6763,-
mediatek,mt6891_firmware,-
mediatek,mt6769s_firmware,-
mediatek,mt6785t,-
mediatek,mt8673_firmware,-
mediatek,mt8768_firmware,-
mediatek,mt6783,-
mediatek,mt6886_firmware,-
mediatek,mt6883_firmware,-
mediatek,mt6779_firmware,-
mediatek,mt6768_firmware,-
mediatek,mt2737_firmware,-
mediatek,mt8791t_firmware,-
mediatek,mt6762_firmware,-
mediatek,mt6989_firmware,-
mediatek,mt6985t_firmware,-
mediatek,mt6990_firmware,-
mediatek,mt7990,-
mediatek,mt7992,-
huawei,emui,14.0.0
huawei,harmonyos,4.3.0
huawei,harmonyos,4.0.0
huawei,harmonyos,2.0.0
huawei,emui,12.0.0
huawei,harmonyos,2.1.0
huawei,emui,13.0.0
huawei,harmonyos,3.0.0
huawei,harmonyos,3.1.0
adonesevangelista,online_restaurant_management_system,1.0
apache,airflow_common_sql_provider,*
qualcomm,wsa8830,-
qualcomm,snapdragon_8c_compute_platform_\(sc8180x-ad\)_firmware,-
qualcomm,qca6391,-
qualcomm,fastconnect_6900,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180xp-ab\),-
qualcomm,wcd9375,-
qualcomm,fastconnect_6700,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180x-ab\),-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180x-ac\),-
qualcomm,wsa8845,-
qualcomm,qcs5430,-
qualcomm,snapdragon_8c_compute_platform_\(sc8180x-ad\),-
qualcomm,qcm6490,-
qualcomm,"snapdragon_7c_gen_2_compute_platform_\(sc7180-ad\)_\""rennell_pro\""",-
qualcomm,qcs6490,-
qualcomm,wsa8840,-
qualcomm,wsa8835,-
qualcomm,snapdragon_8c_compute_platform_\(sc8180xp-ad\)_firmware,-
qualcomm,snapdragon_7c\+_gen_3_compute,-
qualcomm,sm6250,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180xp-ab\)_firmware,-
qualcomm,snapdragon_7c_compute_platform_\(sc7180-ac\),-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180xp-af\)_firmware,-
qualcomm,snapdragon_8cx_gen_3_compute_platform_\(sc8280xp-ab\),-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180xp-aa\)_firmware,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180x-aa\),-
qualcomm,wcd9370,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180x-af\),-
qualcomm,video_collaboration_vc3_platform,-
qualcomm,sc8180x\+sdx55_firmware,-
qualcomm,snapdragon_8c_compute_platform_\(sc8180xp-ad\),-
qualcomm,snapdragon_8cx_gen_3_compute_platform_\(sc8280xp-bb\),-
qualcomm,qcm5430,-
qualcomm,wcd9340,-
qualcomm,wsa8815,-
qualcomm,snapdragon_8cx_gen_3_compute_platform_\(sc8280xp-bb\)_firmware,-
qualcomm,fastconnect_6800,-
qualcomm,wcd9341,-
qualcomm,sc8380xp,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180x-ac\)_firmware,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180x-af\)_firmware,-
qualcomm,wcd9385,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180xp-ac\)_firmware,-
qualcomm,fastconnect_6200,-
qualcomm,snapdragon_8cx_gen_2_5g_compute_platform_\(sc8180xp-aa\),-
qualcomm,fastconnect_7800,-
qualcomm,aqt1000,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180x-ab\)_firmware,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180xp-af\),-
qualcomm,"snapdragon_7c_gen_2_compute_platform_\(sc7180-ad\)_\""rennell_pro\""_firmware",-
qualcomm,wsa8845h,-
qualcomm,sc8380xp_firmware,-
qualcomm,snapdragon_7c_compute_platform_\(sc7180-ac\)_firmware,-
qualcomm,wcd9380,-
qualcomm,sc8180x\+sdx55,-
qualcomm,wsa8810,-
qualcomm,qca6430,-
qualcomm,qca6420,-
qualcomm,snapdragon_8cx_gen_3_compute_platform_\(sc8280xp-ab\)_firmware,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180x-aa\)_firmware,-
qualcomm,snapdragon_8cx_compute_platform_\(sc8180xp-ac\),-
qualcomm,sa9000p,-
qualcomm,qca6688aq,-
qualcomm,qamsrv1m,-
qualcomm,qam8255p,-
qualcomm,sa6150p,-
qualcomm,sa8195p,-
qualcomm,sa6155p,-
qualcomm,sa8145p,-
qualcomm,qam8650p,-
qualcomm,sa7255p,-
qualcomm,qca6698aq,-
qualcomm,qam8775p,-
qualcomm,sa7775p,-
qualcomm,qam8295p,-
qualcomm,sa8295p,-
qualcomm,srv1m,-
qualcomm,qca6595au,-
qualcomm,qca6574au,-
qualcomm,qca6696,-
qualcomm,sa8770p,-
qualcomm,sa8150p,-
qualcomm,sa8540p,-
qualcomm,sa8775p,-
qualcomm,qca6595,-
qualcomm,sa8255p,-
qualcomm,srv1h,-
qualcomm,sa8155p,-
qualcomm,qamsrv1h,-
qualcomm,sa8620p,-
qualcomm,qam8620p,-
qualcomm,srv1l,-
qualcomm,sa6145p,-
qualcomm,sa8650p,-
qualcomm,snapdragon_625_mobile_platform,-
qualcomm,wcd9326,-
qualcomm,sdm429w_firmware,-
qualcomm,smart_audio_200_platform_firmware,-
qualcomm,qca6584,-
qualcomm,qca9367,-
qualcomm,mdm9640_firmware,-
qualcomm,vision_intelligence_100_platform_\(apq8053-aa\)_firmware,-
qualcomm,vision_intelligence_100_platform_\(apq8053-aa\),-
qualcomm,smart_audio_400_platform,-
qualcomm,mdm9250,-
qualcomm,qca9379_firmware,-
qualcomm,ar8031,-
qualcomm,qca9367_firmware,-
qualcomm,snapdragon_439_mobile_platform_firmware,-
qualcomm,qca6174a,-
qualcomm,snapdragon_632_mobile_platform,-
qualcomm,snapdragon_632_mobile_platform_firmware,-
qualcomm,9206_lte_modem_firmware,-
qualcomm,qca6584au,-
qualcomm,qualcomm_215_mobile_platform,-
qualcomm,mdm9650_firmware,-
qualcomm,wcn3620,-
qualcomm,qca6174_firmware,-
qualcomm,wcd9330_firmware,-
qualcomm,mdm9250_firmware,-
qualcomm,snapdragon_425_mobile_platform_firmware,-
qualcomm,snapdragon_429_mobile_platform_firmware,-
qualcomm,mdm9650,-
qualcomm,c-v2x_9150,-
qualcomm,snapdragon_auto_5g_modem-rf,-
qualcomm,snapdragon_820_automotive_platform_firmware,-
qualcomm,qca6574,-
qualcomm,snapdragon_212_mobile_platform,-
qualcomm,snapdragon_820_automotive_platform,-
qualcomm,snapdragon_625_mobile_platform_firmware,-
qualcomm,qca6175a_firmware,-
qualcomm,snapdragon_626_mobile_platform,-
qualcomm,wcn3680b,-
qualcomm,qca6554a,-
qualcomm,sd626,-
qualcomm,snapdragon_x12_lte_modem,-
qualcomm,wcn3620_firmware,-
qualcomm,qca6175a,-
qualcomm,snapdragon_x5_lte_modem,-
qualcomm,qcm2150,-
qualcomm,wcd9330,-
qualcomm,snapdragon_210_processor,-
qualcomm,smart_display_200_platform_\(apq5053-aa\)_firmware,-
qualcomm,qca9379,-
qualcomm,snapdragon_212_mobile_platform_firmware,-
qualcomm,msm8996au,-
qualcomm,csra6640,-
qualcomm,wcn3615,-
qualcomm,qca6174,-
qualcomm,apq8017_firmware,-
qualcomm,wcn3610_firmware,-
qualcomm,wcn3610,-
qualcomm,mdm9640,-
qualcomm,wcn3660b,-
qualcomm,qualcomm_205_mobile_platform,-
qualcomm,snapdragon_210_processor_firmware,-
qualcomm,snapdragon_1200_wearable_platform_firmware,-
qualcomm,snapdragon_439_mobile_platform,-
qualcomm,qca6564a,-
qualcomm,wcn3680,-
qualcomm,smart_audio_200_platform,-
qualcomm,vision_intelligence_200_platform_\(apq8053-ac\)_firmware,-
qualcomm,vision_intelligence_200_platform_\(apq8053-ac\),-
qualcomm,9206_lte_modem,-
qualcomm,mdm9628,-
qualcomm,qep8111,-
qualcomm,smart_audio_400_platform_firmware,-
qualcomm,sa2150p,-
qualcomm,snapdragon_626_mobile_platform_firmware,-
qualcomm,snapdragon_425_mobile_platform,-
qualcomm,smart_display_200_platform_\(apq5053-aa\),-
qualcomm,wcn3980,-
qualcomm,snapdragon_1200_wearable_platform,-
qualcomm,qualcomm_215_mobile_platform_firmware,-
qualcomm,qca6574a,-
qualcomm,qca6584_firmware,-
qualcomm,snapdragon_x5_lte_modem_firmware,-
qualcomm,snapdragon_429_mobile_platform,-
qualcomm,csra6620,-
qualcomm,qca6554a_firmware,-
qualcomm,sdm429w,-
qualcomm,snapdragon_x12_lte_modem_firmware,-
qualcomm,qca9377,-
qualcomm,snapdragon_x35_5g_modem-rf_system_firmware,-
qualcomm,qca6564au,-
qualcomm,apq8017,-
qualcomm,snapdragon_x35_5g_modem-rf_system,-
qualcomm,qualcomm_205_mobile_platform_firmware,-
qualcomm,wcd9335,-
qualcomm,msm8996au_firmware,-
qualcomm,sd626_firmware,-
qualcomm,qcm2290,-
qualcomm,qcc2076_firmware,-
qualcomm,snapdragon_678_mobile_platform_\(sm6150-ac\)_firmware,-
qualcomm,qcm6125,-
qualcomm,snapdragon_730g_mobile_platform_\(sm7150-ab\)_firmware,-
qualcomm,snapdragon_xr1_platform_firmware,-
qualcomm,apq8064au,-
qualcomm,snapdragon_460_mobile_platform,-
qualcomm,wcd9360,-
qualcomm,qca6431_firmware,-
qualcomm,snapdragon_x24_lte_modem_firmware,-
qualcomm,snapdragon_480\+_5g_mobile_platform_\(sm4350-ac\)_firmware,-
qualcomm,snapdragon_662_mobile_platform,-
qualcomm,wcn3910,-
qualcomm,snapdragon_xr2\+_gen_1_platform_firmware,-
qualcomm,qca6426,-
qualcomm,snapdragon_xr2_5g_platform_firmware,-
qualcomm,snapdragon_865_5g_mobile_platform_firmware,-
qualcomm,snapdragon_4_gen_1_mobile_platform,-
qualcomm,qcc2073_firmware,-
qualcomm,snapdragon_695_5g_mobile_platform,-
qualcomm,apq8064au_firmware,-
qualcomm,sa4155p,-
qualcomm,wcn3988,-
qualcomm,snapdragon_8\+_gen_1_mobile_platform_firmware,-
qualcomm,qcs6125,-
qualcomm,snapdragon_680_4g_mobile_platform,-
qualcomm,qca6797aq,-
qualcomm,snapdragon_855_mobile_platform_firmware,-
qualcomm,snapdragon_678_mobile_platform_\(sm6150-ac\),-
qualcomm,snapdragon_870_5g_mobile_platform_\(sm8250-ac\),-
qualcomm,snapdragon_695_5g_mobile_platform_firmware,-
qualcomm,sm6370,-
qualcomm,qcn9074,-
qualcomm,snapdragon_x62_5g_modem-rf_system,-
qualcomm,sdx61,-
qualcomm,qca6787aq_firmware,-
qualcomm,snapdragon_675_mobile_platform_firmware,-
qualcomm,snapdragon_710_mobile_platform_firmware,-
qualcomm,sxr1120,-
qualcomm,sw5100,-
qualcomm,snapdragon_480_5g_mobile_platform,-
qualcomm,sxr2250p_firmware,-
qualcomm,qca6421_firmware,-
qualcomm,snapdragon_865\+_5g_mobile_platform_\(sm8250-ab\)_firmware,-
qualcomm,qca6431,-
qualcomm,wcn3990,-
qualcomm,wsa8832,-
qualcomm,sxr2230p_firmware,-
qualcomm,snapdragon_480_5g_mobile_platform_firmware,-
qualcomm,snapdragon_xr2_5g_platform,-
qualcomm,sw5100p,-
qualcomm,snapdragon_670_mobile_platform_firmware,-
qualcomm,snapdragon_auto_4g_modem_firmware,-
qualcomm,qca6777aq,-
qualcomm,sm4125,-
qualcomm,snapdragon_xr2\+_gen_1_platform,-
qualcomm,sd730,-
qualcomm,qca6787aq,-
qualcomm,snapdragon_auto_4g_modem,-
qualcomm,qca6564,-
qualcomm,qca6678aq,-
qualcomm,sa8530p,-
qualcomm,snapdragon_680_4g_mobile_platform_firmware,-
qualcomm,snapdragon_8_gen_3_mobile_platform,-
qualcomm,ar8035,-
qualcomm,snapdragon_x55_5g_modem-rf_system,-
qualcomm,snapdragon_730_mobile_platform_\(sm7150-aa\)_firmware,-
qualcomm,snapdragon_auto_5g_modem-rf_gen_2,-
qualcomm,snapdragon_720g_mobile_platform_firmware,-
qualcomm,qcn6024,-
qualcomm,snapdragon_855\+\/860_mobile_platform_\(sm8150-ac\),-
qualcomm,snapdragon_x50_5g_modem-rf_system_firmware,-
qualcomm,sd855,-
qualcomm,qca6421,-
qualcomm,sd865_5g,-
qualcomm,sa4150p,-
qualcomm,snapdragon_x24_lte_modem,-
qualcomm,qcc2076,-
qualcomm,snapdragon_730g_mobile_platform_\(sm7150-ab\),-
qualcomm,csrb31024_firmware,-
qualcomm,sa6155,-
qualcomm,sd660,-
qualcomm,sa8155,-
qualcomm,csrb31024,-
qualcomm,qca6436,-
qualcomm,snapdragon_w5\+_gen_1_wearable_platform,-
qualcomm,snapdragon_660_mobile_platform,-
qualcomm,snapdragon_685_4g_mobile_platform_\(sm6225-ad\),-
qualcomm,snapdragon_870_5g_mobile_platform_\(sm8250-ac\)_firmware,-
qualcomm,sd670_firmware,-
qualcomm,sdx55,-
qualcomm,snapdragon_710_mobile_platform,-
qualcomm,wcd9390,-
qualcomm,sd670,-
qualcomm,snapdragon_x55_5g_modem-rf_system_firmware,-
qualcomm,qca8081,-
qualcomm,qcs2290,-
qualcomm,snapdragon_x65_5g_modem-rf_system,-
qualcomm,snapdragon_855_mobile_platform,-
qualcomm,snapdragon_x50_5g_modem-rf_system,-
qualcomm,sxr2250p,-
qualcomm,snapdragon_8_gen_3_mobile_platform_firmware,-
qualcomm,qcc2073,-
qualcomm,snapdragon_660_mobile_platform_firmware,-
qualcomm,snapdragon_480\+_5g_mobile_platform_\(sm4350-ac\),-
qualcomm,qca6777aq_firmware,-
qualcomm,snapdragon_730_mobile_platform_\(sm7150-aa\),-
qualcomm,wcd9395,-
qualcomm,sxr2130,-
qualcomm,qcs410,-
qualcomm,qcs4290,-
qualcomm,snapdragon_685_4g_mobile_platform_\(sm6225-ad\)_firmware,-
qualcomm,snapdragon_x65_5g_modem-rf_system_firmware,-
qualcomm,snapdragon_x62_5g_modem-rf_system_firmware,-
qualcomm,sxr1120_firmware,-
qualcomm,snapdragon_675_mobile_platform,-
qualcomm,qcm4290,-
qualcomm,snapdragon_xr1_platform,-
qualcomm,snapdragon_4_gen_1_mobile_platform_firmware,-
qualcomm,snapdragon_720g_mobile_platform,-
qualcomm,qcn9024,-
qualcomm,wcn3950,-
qualcomm,sxr2230p,-
qualcomm,snapdragon_460_mobile_platform_firmware,-
qualcomm,qcs610,-
qualcomm,qca8337,-
qualcomm,snapdragon_w5\+_gen_1_wearable_platform_firmware,-
qualcomm,snapdragon_8\+_gen_1_mobile_platform,-
qualcomm,snapdragon_865\+_5g_mobile_platform_\(sm8250-ab\),-
qualcomm,snapdragon_855\+\/860_mobile_platform_\(sm8150-ac\)_firmware,-
qualcomm,video_collaboration_vc1_platform,-
qualcomm,snapdragon_670_mobile_platform,-
qualcomm,snapdragon_662_mobile_platform_firmware,-
qualcomm,snapdragon_732g_mobile_platform_\(sm7150-ac\),-
qualcomm,snapdragon_732g_mobile_platform_\(sm7150-ac\)_firmware,-
qualcomm,snapdragon_865_5g_mobile_platform,-
qualcomm,snapdragon_845_mobile_platform,-
qualcomm,315_5g_iot_modem,-
qualcomm,flight_rb5_5g_platform_firmware,-
qualcomm,"snapdragon_ar1_gen_1_platform_\""luna1\""",-
qualcomm,qcn9011,-
qualcomm,sd835,-
qualcomm,qcn6224,-
qualcomm,qcn9274_firmware,-
qualcomm,snapdragon_845_mobile_platform_firmware,-
qualcomm,snapdragon_ar2_gen_1_platform_firmware,-
qualcomm,qrb5165n,-
qualcomm,qca6310_firmware,-
qualcomm,qfw7124,-
qualcomm,qcs7230,-
qualcomm,robotics_rb5_platform_firmware,-
qualcomm,sg8275p,-
qualcomm,snapdragon_x75_5g_modem-rf_system_firmware,-
qualcomm,qfw7114,-
qualcomm,qcn9274,-
qualcomm,qcs9100_firmware,-
qualcomm,snapdragon_835_mobile_pc_platform,-
qualcomm,robotics_rb3_platform,-
qualcomm,sd_8_gen1_5g,-
qualcomm,snapdragon_x72_5g_modem-rf_system_firmware,-
qualcomm,qcs9100,-
qualcomm,sd835_firmware,-
qualcomm,qcs8300,-
qualcomm,snapdragon_750g_5g_mobile_platform,-
qualcomm,video_collaboration_vc5_platform,-
qualcomm,snapdragon_765g_5g_mobile_platform_\(sm7250-ab\),-
qualcomm,snapdragon_ar1_gen_1_platform_firmware,-
qualcomm,qcc710,-
qualcomm,qcn9012,-
qualcomm,snapdragon_8\+_gen_2_mobile_platform,-
qualcomm,qca6335_firmware,-
qualcomm,snapdragon_x72_5g_modem-rf_system,-
qualcomm,sm4635,-
qualcomm,snapdragon_835_mobile_pc_platform_firmware,-
qualcomm,snapdragon_8_gen_1_mobile_platform_firmware,-
qualcomm,snapdragon_765g_5g_mobile_platform_\(sm7250-ab\)_firmware,-
qualcomm,qca6335,-
qualcomm,sd_8_gen1_5g_firmware,-
qualcomm,snapdragon_8\+_gen_2_mobile_platform_firmware,-
qualcomm,qcn6274,-
qualcomm,qcs8250,-
qualcomm,snapdragon_768g_5g_mobile_platform_\(sm7250-ac\)_firmware,-
qualcomm,qca6320_firmware,-
qualcomm,snapdragon_765_5g_mobile_platform_\(sm7250-aa\)_firmware,-
qualcomm,qcs8300_firmware,-
qualcomm,snapdragon_690_5g_mobile_platform,-
qualcomm,snapdragon_765_5g_mobile_platform_\(sm7250-aa\),-
qualcomm,robotics_rb5_platform,-
qualcomm,snapdragon_8_gen_1_mobile_platform,-
qualcomm,snapdragon_ar1_gen_1_platform,-
qualcomm,snapdragon_ar2_gen_1_platform,-
qualcomm,qcs615_firmware,-
qualcomm,robotics_rb3_platform_firmware,-
qualcomm,sm7250p,-
qualcomm,qcs615,-
qualcomm,"snapdragon_ar1_gen_1_platform_\""luna1\""_firmware",-
qualcomm,snapdragon_690_5g_mobile_platform_firmware,-
qualcomm,wcd9378,-
qualcomm,qcm8550,-
qualcomm,snapdragon_750g_5g_mobile_platform_firmware,-
qualcomm,qcs8550,-
qualcomm,sg4150p,-
qualcomm,snapdragon_768g_5g_mobile_platform_\(sm7250-ac\),-
qualcomm,qca6320,-
qualcomm,snapdragon_8_gen_2_mobile_platform_firmware,-
qualcomm,snapdragon_8_gen_2_mobile_platform,-
qualcomm,qrb5165m,-
qualcomm,sm8550p,-
qualcomm,qca6310,-
qualcomm,flight_rb5_5g_platform,-
qualcomm,snapdragon_x75_5g_modem-rf_system,-
qualcomm,sxr2330p,-
qualcomm,sm8635p,-
qualcomm,ssg2125p,-
qualcomm,ssg2115p_firmware,-
qualcomm,sm7635,-
qualcomm,sm8735,-
qualcomm,wcn6755,-
qualcomm,wcn7880,-
qualcomm,vision_intelligence_400_platform,-
qualcomm,sm7675p,-
qualcomm,sm8650q,-
qualcomm,qmp1000_firmware,-
qualcomm,wcn7860_firmware,-
qualcomm,sm7675,-
qualcomm,sm8750p_firmware,-
qualcomm,wcn7860,-
qualcomm,wcn7880_firmware,-
qualcomm,sm8750p,-
qualcomm,ssg2125p_firmware,-
qualcomm,wcn7881,-
qualcomm,wcn7750_firmware,-
qualcomm,vision_intelligence_400_platform_firmware,-
qualcomm,wcn6650,-
qualcomm,sm8735_firmware,-
qualcomm,qmp1000,-
qualcomm,wcn7750,-
qualcomm,wcn7861,-
qualcomm,ssg2115p,-
qualcomm,sxr1230p_firmware,-
qualcomm,sm8635,-
qualcomm,sm6650,-
qualcomm,sxr1230p,-
qualcomm,sm8750,-
qualcomm,sm8750_firmware,-
qualcomm,ipq5332_firmware,-
qualcomm,ipq6010_firmware,-
qualcomm,immersive_home_3210_platform_firmware,-
qualcomm,qca9889_firmware,-
qualcomm,ipq6010,-
qualcomm,qcn9000_firmware,-
qualcomm,qca9888,-
qualcomm,qca9889,-
qualcomm,qcn6432_firmware,-
qualcomm,ipq5300_firmware,-
qualcomm,ipq5302,-
qualcomm,qcn9100_firmware,-
qualcomm,ipq8072a_firmware,-
qualcomm,qcf8000sfp,-
qualcomm,qcf8000sfp_firmware,-
qualcomm,ipq8076a,-
qualcomm,qca8386_firmware,-
qualcomm,ipq9048,-
qualcomm,ipq5302_firmware,-
qualcomm,qcn6122,-
qualcomm,ipq8078_firmware,-
qualcomm,qcn9022,-
qualcomm,qca9888_firmware,-
qualcomm,ipq5300,-
qualcomm,qcf8000,-
qualcomm,qcn5152,-
qualcomm,ipq8078a_firmware,-
qualcomm,ipq8174,-
qualcomm,sdx65m_firmware,-
qualcomm,qcn6412_firmware,-
qualcomm,ipq6000_firmware,-
qualcomm,qca8075,-
qualcomm,ipq6018,-
qualcomm,qcn5022,-
qualcomm,ipq8174_firmware,-
qualcomm,qca8084,-
qualcomm,immersive_home_316_platform,-
qualcomm,ipq9554,-
qualcomm,qcn5154_firmware,-
qualcomm,qcn9072_firmware,-
qualcomm,qca8075_firmware,-
qualcomm,ipq8076,-
qualcomm,ipq9008_firmware,-
qualcomm,sdx65m,-
qualcomm,ipq5312,-
qualcomm,ipq8078a,-
